instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,days_since_start,avg_bike_rental_per_day,season_label,rolling_avg,casual_avg,registered_avg
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764.0,5657,6421,488,4504.35,Spring,5759.066666666667,1056.5083333333334,4673.933333333333
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069.0,5227,6296,489,4504.35,Spring,5868.133333333333,1095.6416666666667,4743.866666666667
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2266.75,4387,6883,490,4504.35,Spring,5925.766666666666,1143.0,4716.033333333334
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135.0,4224,6359,491,4504.35,Spring,5920.4,1173.8916666666667,4665.2
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008.0,5265,6273,492,4504.35,Spring,5844.9,1119.3333333333333,4653.4
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738.0,4990,5728,493,4504.35,Spring,6013.1,1142.6333333333334,4798.3
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620.0,4097,4717,494,4504.35,Spring,6081.3,1161.6666666666667,4847.466666666666
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026.0,5546,6572,495,4504.35,Spring,6119.2,1179.7,4867.333333333333
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319.0,5711,7030,496,4504.35,Spring,6137.133333333333,1205.1,4859.866666666667
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2266.75,4807,7429,497,4504.35,Spring,6187.466666666666,1264.825,4830.866666666667
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172.0,3946,6118,498,4504.35,Spring,6199.4,1306.5833333333333,4767.166666666667
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342.0,2501,2843,499,4504.35,Spring,6260.166666666667,1344.8083333333334,4780.033333333334
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625.0,4490,5115,500,4504.35,Spring,6241.466666666666,1299.8416666666667,4806.3
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991.0,6433,7424,501,4504.35,Spring,6284.233333333334,1302.5083333333334,4846.4
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242.0,6142,7384,502,4504.35,Spring,6337.5,1317.4083333333333,4884.766666666666
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521.0,6118,7639,503,4504.35,Spring,6269.433333333333,1312.9416666666666,4821.166666666667
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,2266.75,4884,8294,504,4504.35,Spring,6326.066666666667,1363.0333333333333,4810.1
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2266.75,4425,7129,505,4504.35,Spring,6370.9,1402.9583333333333,4807.433333333333
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630.0,3729,4359,506,4504.35,Spring,6374.733333333334,1363.1,4858.766666666666
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819.0,5254,6073,507,4504.35,Spring,6396.133333333333,1324.2,4919.066666666667
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766.0,4494,5260,508,4504.35,Spring,6422.2,1324.8333333333333,4944.5
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059.0,5711,6770,509,4504.35,Spring,6481.066666666667,1334.8333333333333,4993.366666666667
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417.0,5317,6734,510,4504.35,Spring,6581.7,1363.7666666666667,5065.066666666667
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2266.75,3681,6536,511,4504.35,Spring,6612.566666666667,1405.125,5039.866666666667
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,2266.75,3308,6591,512,4504.35,Spring,6598.166666666667,1435.2916666666667,4995.3
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2266.75,3486,6043,513,4504.35,Spring,6572.666666666667,1393.6333333333334,5023.3
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880.0,4863,5743,514,4504.35,Spring,6534.466666666666,1337.1333333333334,5041.6
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745.0,6110,6855,515,4504.35,Spring,6687.066666666667,1364.8333333333333,5166.5
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100.0,6238,7338,516,4504.35,Spring,6762.0,1383.3333333333333,5222.933333333333
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533.0,3594,4127,517,4504.35,Spring,6770.033333333334,1402.4,5211.9
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2266.75,5325,8120,518,4504.35,Spring,6780.633333333333,1436.5583333333334,5165.133333333333
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2266.75,5147,7641,519,4504.35,Spring,6758.6,1461.4166666666667,5106.0
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071.0,5927,6998,520,4504.35,Spring,6652.1,1407.625,5091.4
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968.0,6033,7001,521,4504.35,Spring,6641.966666666666,1364.3333333333333,5139.133333333333
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027.0,6028,7055,522,4504.35,Spring,6703.7,1372.4,5192.8
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038.0,6456,7494,523,4504.35,Spring,6698.1,1371.0333333333333,5188.566666666667
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488.0,6248,7736,524,4504.35,Spring,6716.866666666667,1377.6333333333334,5200.733333333334
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2266.75,4790,7498,525,4504.35,Spring,6739.8,1417.8916666666667,5170.4
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224.0,4374,6598,526,4504.35,Spring,6745.033333333334,1446.2166666666667,5137.833333333333
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017.0,5647,6664,527,4504.35,Spring,6753.133333333333,1408.625,5203.133333333333
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477.0,4495,4972,528,4504.35,Spring,6781.5,1368.9666666666667,5305.033333333334
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173.0,6248,7421,529,4504.35,Spring,6824.566666666667,1329.3083333333334,5397.433333333333
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180.0,6183,7363,530,4504.35,Spring,6862.433333333333,1330.675,5433.933333333333
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563.0,6102,7665,531,4504.35,Spring,6816.033333333334,1333.475,5384.733333333334
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2266.75,4739,7702,532,4504.35,Spring,6761.0,1345.3083333333334,5317.866666666667
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2266.75,4344,6978,533,4504.35,Spring,6807.8,1374.9083333333333,5335.066666666667
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653.0,4446,5099,534,4504.35,Spring,6744.7,1329.4833333333333,5335.0
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968.0,5857,6825,535,4504.35,Spring,6712.0,1288.9916666666666,5350.366666666667
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872.0,5339,6211,536,4504.35,Spring,6725.5,1328.85,5314.166666666667
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778.0,5127,5905,537,4504.35,Summer,6700.166666666667,1343.4166666666667,5274.266666666666
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964.0,4859,5823,538,4504.35,Summer,6671.9,1354.7166666666667,5234.7
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2266.75,4801,7458,539,4504.35,Summer,6583.433333333333,1368.3833333333334,5132.566666666667
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2266.75,4340,6891,540,4504.35,Summer,6481.3,1358.8833333333334,5039.933333333333
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139.0,5640,6779,541,4504.35,Summer,6450.333333333333,1316.5916666666667,5065.966666666666
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077.0,6365,7442,542,4504.35,Summer,6440.066666666667,1274.2583333333334,5098.033333333334
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077.0,6258,7335,543,4504.35,Summer,6460.066666666667,1272.8583333333333,5119.433333333333
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921.0,5958,6879,544,4504.35,Summer,6542.533333333334,1291.3583333333333,5183.4
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829.0,4634,5463,545,4504.35,Summer,6545.133333333333,1302.625,5174.733333333334
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455.0,4232,5687,546,4504.35,Summer,6532.0,1338.85,5122.433333333333
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421.0,4110,5531,547,4504.35,Summer,6477.533333333334,1350.75,5056.066666666667
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904.0,5323,6227,548,4504.35,Summer,6448.466666666666,1311.4583333333333,5089.5
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052.0,5608,6660,549,4504.35,Summer,6442.066666666667,1266.6,5140.2
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2266.75,4841,7403,550,4504.35,Summer,6462.533333333334,1271.4666666666667,5155.8
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405.0,4836,6241,551,4504.35,Summer,6454.733333333334,1268.8,5150.666666666667
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366.0,4841,6207,552,4504.35,Summer,6443.366666666667,1264.6333333333334,5143.466666666666
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448.0,3392,4840,553,4504.35,Summer,6395.166666666667,1280.8333333333333,5079.066666666667
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203.0,3469,4672,554,4504.35,Summer,6448.066666666667,1324.2583333333334,5079.3
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998.0,5571,6569,555,4504.35,Summer,6431.666666666667,1286.5333333333333,5113.633333333333
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954.0,5336,6290,556,4504.35,Summer,6455.033333333334,1248.975,5184.033333333334
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975.0,6289,7264,557,4504.35,Summer,6501.5,1257.1083333333333,5222.366666666667
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032.0,6414,7446,558,4504.35,Summer,6482.133333333333,1255.7416666666666,5204.366666666667
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511.0,5988,7499,559,4504.35,Summer,6467.766666666666,1261.8083333333334,5183.933333333333
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2266.75,4614,6969,560,4504.35,Summer,6461.3,1305.575,5133.7
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920.0,4111,6031,561,4504.35,Summer,6499.1,1349.7083333333333,5127.366666666667
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088.0,5742,6830,562,4504.35,Summer,6546.366666666667,1335.875,5188.466666666666
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921.0,5865,6786,563,4504.35,Summer,6602.533333333334,1320.775,5259.733333333334
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799.0,4914,5713,564,4504.35,Summer,6647.633333333333,1326.4416666666666,5299.166666666667
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888.0,5703,6591,565,4504.35,Summer,6667.666666666667,1324.1416666666667,5321.5
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747.0,5123,5870,566,4504.35,Summer,6660.066666666667,1292.85,5355.033333333334
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264.0,3195,4459,567,4504.35,Summer,6679.5,1321.575,5343.133333333333
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2266.75,4866,7410,568,4504.35,Summer,6654.733333333334,1332.9416666666666,5307.0
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135.0,5831,6966,569,4504.35,Summer,6727.166666666667,1325.775,5386.6
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140.0,6452,7592,570,4504.35,Summer,6813.866666666667,1328.275,5470.8
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383.0,6790,8173,571,4504.35,Summer,6846.033333333334,1337.1083333333333,5494.133333333333
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036.0,5825,6861,572,4504.35,Summer,6879.233333333334,1345.175,5519.266666666666
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259.0,5645,6904,573,4504.35,Summer,6829.966666666666,1348.175,5467.0
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234.0,4451,6685,574,4504.35,Summer,6791.733333333334,1388.675,5388.266666666666
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153.0,4444,6597,575,4504.35,Summer,6759.9,1411.0416666666667,5334.066666666667
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040.0,6065,7105,576,4504.35,Summer,6757.033333333334,1375.7166666666667,5369.466666666666
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968.0,6248,7216,577,4504.35,Summer,6782.133333333333,1349.3166666666666,5420.966666666666
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074.0,6506,7580,578,4504.35,Summer,6799.366666666667,1352.9833333333333,5434.533333333334
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983.0,6278,7261,579,4504.35,Summer,6826.666666666667,1366.8833333333334,5447.933333333333
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328.0,5847,7175,580,4504.35,Summer,6874.5,1389.6833333333334,5472.966666666666
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2266.75,4479,6824,581,4504.35,Summer,6916.966666666666,1435.6416666666667,5450.8
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707.0,3757,5464,582,4504.35,Summer,6872.933333333333,1451.0083333333334,5391.4
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233.0,5780,7013,583,4504.35,Summer,6941.966666666666,1443.075,5468.366666666667
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278.0,5995,7273,584,4504.35,Summer,6928.5,1403.55,5503.666666666667
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263.0,6271,7534,585,4504.35,Summer,6942.133333333333,1402.1833333333334,5518.666666666667
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196.0,6090,7286,586,4504.35,Summer,6947.9,1409.6166666666666,5517.0
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065.0,4721,5786,587,4504.35,Summer,6928.2,1407.6833333333334,5499.233333333334
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247.0,4052,6299,588,4504.35,Summer,6901.266666666666,1434.1166666666666,5445.866666666667
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182.0,4362,6544,589,4504.35,Summer,6846.3,1441.5833333333333,5383.433333333333
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207.0,5676,6883,590,4504.35,Summer,6854.033333333334,1400.0833333333333,5432.666666666667
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128.0,5656,6784,591,4504.35,Summer,6868.8,1359.4833333333333,5488.033333333334
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198.0,6149,7347,592,4504.35,Summer,6888.533333333334,1364.05,5503.2
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338.0,6267,7605,593,4504.35,Summer,6905.1,1370.85,5512.966666666666
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483.0,5665,7148,594,4504.35,Summer,6897.433333333333,1382.8166666666666,5493.333333333333
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2266.75,5038,7865,595,4504.35,Summer,6860.066666666667,1425.6083333333333,5410.333333333333
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208.0,3341,4549,596,4504.35,Summer,6814.566666666667,1456.9,5322.0
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026.0,5504,6530,597,4504.35,Summer,6788.233333333334,1446.8416666666667,5308.333333333333
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081.0,5925,7006,598,4504.35,Summer,6834.9,1418.8416666666667,5383.0
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094.0,6281,7375,599,4504.35,Summer,6838.2,1405.475,5399.666666666667
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363.0,6402,7765,600,4504.35,Summer,6802.533333333334,1383.2416666666666,5386.233333333334
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325.0,6257,7582,601,4504.35,Summer,6801.533333333334,1375.975,5392.5
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829.0,4224,6053,602,4504.35,Summer,6757.866666666667,1388.0083333333334,5336.8
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483.0,3772,5255,603,4504.35,Summer,6839.233333333334,1428.0666666666666,5368.0
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989.0,5928,6917,604,4504.35,Summer,6880.1,1390.4333333333334,5446.5
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935.0,6105,7040,605,4504.35,Summer,6920.866666666667,1353.3666666666666,5524.333333333333
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177.0,6520,7697,606,4504.35,Summer,6953.766666666666,1348.1333333333334,5562.466666666666
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172.0,6541,7713,607,4504.35,Summer,6987.766666666666,1345.6666666666667,5598.933333333333
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433.0,5917,7350,608,4504.35,Summer,7009.833333333333,1351.7,5614.966666666666
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2266.75,3788,6140,609,4504.35,Summer,7046.8,1382.6583333333333,5591.2
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2266.75,3197,5810,610,4504.35,Summer,7052.966666666666,1405.425,5574.6
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965.0,4069,6034,611,4504.35,Summer,7019.766666666666,1363.9333333333334,5601.566666666667
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867.0,5997,6864,612,4504.35,Summer,7003.9,1336.0333333333333,5613.6
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832.0,6280,7112,613,4504.35,Summer,7039.266666666666,1328.1,5656.9
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611.0,5592,6203,614,4504.35,Summer,7063.066666666667,1323.3666666666666,5685.433333333333
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045.0,6459,7504,615,4504.35,Summer,7089.466666666666,1328.5666666666666,5706.633333333333
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557.0,4419,5976,616,4504.35,Summer,7110.466666666666,1358.6916666666666,5689.333333333333
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2266.75,5657,8227,617,4504.35,Summer,7121.3,1390.0833333333333,5662.533333333334
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118.0,6407,7525,618,4504.35,Summer,7167.4,1362.4833333333333,5736.233333333334
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070.0,6697,7767,619,4504.35,Summer,7243.5,1341.2166666666667,5833.6
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050.0,6820,7870,620,4504.35,Summer,7270.7,1334.4833333333333,5867.533333333334
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054.0,6750,7804,621,4504.35,Summer,7282.466666666666,1328.35,5885.433333333333
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379.0,6630,8009,622,4504.35,Summer,7273.066666666667,1323.95,5880.433333333333
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,2266.75,5554,8714,623,4504.35,Summer,7301.133333333333,1360.4416666666666,5861.266666666666
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166.0,5167,7333,624,4504.35,Summer,7285.766666666666,1379.8416666666667,5826.5
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022.0,5847,6869,625,4504.35,Summer,7307.033333333334,1329.7166666666667,5900.733333333334
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371.0,3702,4073,626,4504.35,Summer,7268.0,1264.6583333333333,5938.3
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788.0,6803,7591,627,4504.35,Summer,7319.266666666666,1223.425,6030.8
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939.0,6781,7720,628,4504.35,Summer,7334.733333333334,1224.225,6045.466666666666
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250.0,6917,8167,629,4504.35,Summer,7369.533333333334,1247.025,6057.466666666666
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2266.75,5883,8395,630,4504.35,Summer,7428.266666666666,1302.2166666666667,6035.533333333334
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2266.75,5453,7907,631,4504.35,Fall,7295.133333333333,1293.4166666666667,5911.2
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001.0,6435,7436,632,4504.35,Fall,7278.533333333334,1270.65,5917.366666666667
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845.0,6693,7538,633,4504.35,Fall,7217.366666666667,1215.125,5921.833333333333
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787.0,6946,7733,634,4504.35,Fall,7222.9,1203.8583333333333,5938.633333333333
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751.0,6642,7393,635,4504.35,Fall,7216.333333333333,1195.9916666666666,5939.933333333333
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045.0,6370,7415,636,4504.35,Fall,7196.733333333334,1196.325,5920.0
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2266.75,5966,8555,637,4504.35,Fall,7173.566666666667,1236.2583333333334,5856.9
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015.0,4874,6889,638,4504.35,Fall,7127.9,1259.625,5787.866666666667
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763.0,6015,6778,639,4504.35,Fall,7033.266666666666,1209.4,5773.233333333334
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315.0,4324,4639,640,4504.35,Fall,7039.966666666666,1167.9333333333334,5821.4
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728.0,6844,7572,641,4504.35,Fall,7059.7,1166.5,5842.566666666667
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891.0,6437,7328,642,4504.35,Fall,7174.233333333334,1187.7333333333333,5935.866666666667
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516.0,6640,8156,643,4504.35,Fall,7102.0,1186.5666666666666,5864.8
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,2266.75,4934,7965,644,4504.35,Fall,7114.333333333333,1230.825,5814.9
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781.0,2729,3510,645,4504.35,Fall,7069.566666666667,1260.225,5740.733333333334
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874.0,4604,5478,646,4504.35,Fall,7025.0,1212.3333333333333,5752.233333333334
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601.0,5791,6392,647,4504.35,Fall,7010.3,1164.8083333333334,5791.3
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780.0,6911,7691,648,4504.35,Fall,7018.866666666667,1157.9416666666666,5806.733333333334
